Timestamp,System ON,System ON Timestamps,System OFF Timestamps,Temperature (°C),Solar Panels Energy Output (W),Power Consumption (kW),Energy Stored in Batteries (kWh),Inverter Efficiency (%),System Load (kW),System Fault Alerts,Voltage (V),Current (A),Power Factor,Dust and Dirt Accumulation (g/m²),Battery Low Flag,Battery Full Flag,Customer Profile,User Coordinates,Solar Panels Type,Solar Panels Configuration,Depth of Discharge,Battery Capacity (Wh),Inverter Capacity (kW),Battery Technology,Solar Irradiance (W/m²)
29/09/2024 09:45,TRUE,29/09/2024 09:45,,31.24205054,221.3852787,0.563830879,0.219359583,90,,FALSE,220,2.562867633,0.9,0.904,TRUE,FALSE,Residential,"10.525053,7.418151",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,737.9509289
29/09/2024 10:00,FALSE,,29/09/2024 10:00,30.142537,239.3239978,0,0.279190582,90,,FALSE,220,0,0.9,0.905,TRUE,FALSE,Residential,"10.525053,7.418152",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,797.7466594
29/09/2024 10:15,FALSE,,29/09/2024 10:15,31.32973168,255.1914279,0,0.342988439,90,,FALSE,220,0,0.9,0.906,FALSE,FALSE,Residential,"10.525053,7.418153",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,850.6380932
29/09/2024 10:30,TRUE,29/09/2024 10:30,,32.19576426,256.1542969,0.214414441,0.353423403,90,,FALSE,220,0.974611096,0.9,0.907,FALSE,FALSE,Residential,"10.525053,7.418154",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,853.8476562
29/09/2024 10:45,TRUE,29/09/2024 10:45,,32.64996996,247.2014186,0.227131883,0.358440787,90,,FALSE,220,1.032417649,0.9,0.908,FALSE,FALSE,Residential,"10.525053,7.418155",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,824.0047286
29/09/2024 11:00,TRUE,29/09/2024 11:00,,32.80424669,245.0226585,0.427496836,0.312822243,90,,FALSE,220,1.943167438,0.9,0.909,FALSE,FALSE,Residential,"10.525053,7.418156",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,816.7421949
29/09/2024 11:15,TRUE,29/09/2024 11:15,,34.3080276,253.0682944,0.326441181,0.294479021,90,,FALSE,220,1.483823548,0.9,0.91,TRUE,FALSE,Residential,"10.525053,7.418157",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,843.5609813
29/09/2024 11:30,FALSE,,29/09/2024 11:30,32.2798147,270.606366,0,0.362130612,90,,FALSE,220,0,0.9,0.911,FALSE,FALSE,Residential,"10.525053,7.418158",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,902.0212199
29/09/2024 11:45,TRUE,29/09/2024 11:45,,33.77485326,261.6030392,0.55368789,0.2891094,90,,FALSE,220,2.516763134,0.9,0.912,TRUE,FALSE,Residential,"10.525053,7.418159",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,872.0101307
29/09/2024 12:00,FALSE,,29/09/2024 12:00,33.17395101,283.9261929,0,0.360090948,90,,FALSE,220,0,0.9,0.913,FALSE,FALSE,Residential,"10.525053,7.418160",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,946.4206429
29/09/2024 12:15,TRUE,29/09/2024 12:15,,32.21894903,257.8947284,0.377706578,0.330137986,90,,FALSE,220,1.716848083,0.9,0.914,FALSE,FALSE,Residential,"10.525053,7.418161",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,859.6490945
29/09/2024 12:30,TRUE,29/09/2024 12:30,,33.15426721,293.5779501,0.42145805,0.298167961,90,,FALSE,220,1.91571841,0.9,0.915,TRUE,FALSE,Residential,"10.525053,7.418162",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,978.5931672
29/09/2024 12:45,FALSE,,29/09/2024 12:45,31.19296913,260.4735573,0,0.36328635,90,,FALSE,220,0,0.9,0.916,FALSE,FALSE,Residential,"10.525053,7.418163",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,868.2451909
29/09/2024 13:00,TRUE,29/09/2024 13:00,,29.4986949,260.1998991,0.244505426,0.367209968,90,,FALSE,220,1.111388299,0.9,0.917,FALSE,FALSE,Residential,"10.525053,7.418164",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,867.3329969
29/09/2024 13:15,TRUE,29/09/2024 13:15,,31.94684502,241.5692599,0.273829841,0.359144823,90,,FALSE,220,1.244681096,0.9,0.918,FALSE,FALSE,Residential,"10.525053,7.418165",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,805.2308663
29/09/2024 13:30,TRUE,29/09/2024 13:30,,30.28486456,232.6705743,0.240533308,0.35717914,90,,FALSE,220,1.093333218,0.9,0.919,FALSE,FALSE,Residential,"10.525053,7.418166",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,775.5685809
29/09/2024 13:45,TRUE,29/09/2024 13:45,,34.23020302,234.4612291,0.239205748,0.35599301,90,,FALSE,220,1.087298855,0.9,0.92,FALSE,FALSE,Residential,"10.525053,7.418167",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,781.5374303
29/09/2024 14:00,TRUE,29/09/2024 14:00,,30.23635144,224.0970326,0.314753634,0.333328859,90,,FALSE,220,1.430698336,0.9,0.921,FALSE,FALSE,Residential,"10.525053,7.418168",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,746.9901087
29/09/2024 14:15,TRUE,29/09/2024 14:15,,34.41508932,254.8562941,0.22516173,0.3407525,90,,FALSE,220,1.023462409,0.9,0.922,FALSE,FALSE,Residential,"10.525053,7.418169",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,849.5209802
29/09/2024 14:30,TRUE,29/09/2024 14:30,,30.01880871,215.4734782,0.418213917,0.290067391,90,,FALSE,220,1.900972351,0.9,0.923,TRUE,FALSE,Residential,"10.525053,7.418170",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,718.2449275
29/09/2024 14:45,FALSE,,29/09/2024 14:45,34.35572256,216.2350744,0,0.344126159,90,,FALSE,220,0,0.9,0.924,FALSE,FALSE,Residential,"10.525053,7.418171",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,720.7835813
29/09/2024 15:00,TRUE,29/09/2024 15:00,,34.75058584,190.8832431,0.469167489,0.274555098,90,,FALSE,220,2.132579494,0.9,0.925,TRUE,FALSE,Residential,"10.525053,7.418172",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,636.277477
29/09/2024 15:15,FALSE,,29/09/2024 15:15,34.94907742,178.6797995,0,0.319225048,90,,FALSE,220,0,0.9,0.926,FALSE,FALSE,Residential,"10.525053,7.418173",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,595.5993316
29/09/2024 15:30,TRUE,29/09/2024 15:30,,34.13897876,181.409963,0.558020691,0.225072366,90,,FALSE,220,2.536457685,0.9,0.927,TRUE,FALSE,Residential,"10.525053,7.418174",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,604.6998766
29/09/2024 15:45,FALSE,,29/09/2024 15:45,29.14137685,139.3195888,0,0.259902263,90,,FALSE,220,0,0.9,0.928,TRUE,FALSE,Residential,"10.525053,7.418175",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,464.3986295
29/09/2024 16:00,FALSE,,29/09/2024 16:00,33.63815792,139.4451065,0,0.29476354,90,,FALSE,220,0,0.9,0.929,TRUE,FALSE,Residential,"10.525053,7.418176",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,464.8170218
29/09/2024 16:15,FALSE,,29/09/2024 16:15,30.19955241,118.6416882,0,0.324423962,90,,FALSE,220,0,0.9,0.93,FALSE,FALSE,Residential,"10.525053,7.418177",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,395.4722941
29/09/2024 16:30,TRUE,29/09/2024 16:30,,34.16342451,110.1166159,0.243721289,0.291022794,90,,FALSE,220,1.107824041,0.9,0.931,TRUE,FALSE,Residential,"10.525053,7.418178",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,367.0553863
29/09/2024 16:45,FALSE,,29/09/2024 16:45,31.46253361,101.5995374,0,0.316422678,90,,FALSE,220,0,0.9,0.932,FALSE,FALSE,Residential,"10.525053,7.418179",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,338.6651246
29/09/2024 17:00,TRUE,29/09/2024 17:00,,29.80331351,88.61364766,0.228157554,0.281536701,90,,FALSE,220,1.037079789,0.9,0.933,TRUE,FALSE,Residential,"10.525053,7.418180",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,295.3788255
29/09/2024 17:15,FALSE,,29/09/2024 17:15,29.91436578,50.8283887,0,0.294243799,90,,FALSE,220,0,0.9,0.934,TRUE,FALSE,Residential,"10.525053,7.418181",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,169.4279623
29/09/2024 17:30,FALSE,,29/09/2024 17:30,29.35119726,51.86203774,0,0.307209308,90,,FALSE,220,0,0.9,0.935,FALSE,FALSE,Residential,"10.525053,7.418182",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,172.8734591
29/09/2024 17:45,TRUE,29/09/2024 17:45,,34.79800292,4.176232668,0.395384769,0.209407174,90,,FALSE,220,1.797203495,0.9,0.936,TRUE,FALSE,Residential,"10.525053,7.418183",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,13.92077556
29/09/2024 18:00,FALSE,,29/09/2024 18:00,31.50231035,0,0,0.209407174,90,,FALSE,220,0,0.9,0.937,TRUE,FALSE,Residential,"10.525053,7.418184",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 18:15,FALSE,,29/09/2024 18:15,34.77042147,0,0,0.209407174,90,,FALSE,220,0,0.9,0.938,TRUE,FALSE,Residential,"10.525053,7.418185",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 18:30,FALSE,,29/09/2024 18:30,29.2760206,0,0,0.209407174,90,,FALSE,220,0,0.9,0.939,TRUE,FALSE,Residential,"10.525053,7.418186",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 18:45,FALSE,,29/09/2024 18:45,29.5838295,0,0,0.209407174,90,,FALSE,220,0,0.9,0.94,TRUE,FALSE,Residential,"10.525053,7.418187",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 19:00,FALSE,,29/09/2024 19:00,34.62285169,0,0,0.209407174,90,,FALSE,220,0,0.9,0.941,TRUE,FALSE,Residential,"10.525053,7.418188",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 19:15,FALSE,,29/09/2024 19:15,29.92751028,0,0,0.209407174,90,,FALSE,220,0,0.9,0.942,TRUE,FALSE,Residential,"10.525053,7.418189",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 19:30,FALSE,,29/09/2024 19:30,34.31726187,0,0,0.209407174,90,,FALSE,220,0,0.9,0.943,TRUE,FALSE,Residential,"10.525053,7.418190",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 19:45,FALSE,,29/09/2024 19:45,34.91422962,0,0,0.209407174,90,,FALSE,220,0,0.9,0.944,TRUE,FALSE,Residential,"10.525053,7.418191",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 20:00,FALSE,,29/09/2024 20:00,34.60130677,0,0,0.209407174,90,,FALSE,220,0,0.9,0.945,TRUE,FALSE,Residential,"10.525053,7.418192",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 20:15,FALSE,,29/09/2024 20:15,33.00563003,0,0,0.209407174,90,,FALSE,220,0,0.9,0.946,TRUE,FALSE,Residential,"10.525053,7.418193",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 20:30,FALSE,,29/09/2024 20:30,30.04561538,0,0,0.209407174,90,,FALSE,220,0,0.9,0.947,TRUE,FALSE,Residential,"10.525053,7.418194",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 20:45,FALSE,,29/09/2024 20:45,29.24595532,0,0,0.209407174,90,,FALSE,220,0,0.9,0.948,TRUE,FALSE,Residential,"10.525053,7.418195",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 21:00,FALSE,,29/09/2024 21:00,32.95024495,0,0,0.209407174,90,,FALSE,220,0,0.9,0.949,TRUE,FALSE,Residential,"10.525053,7.418196",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 21:15,FALSE,,29/09/2024 21:15,33.93372037,0,0,0.209407174,90,,FALSE,220,0,0.9,0.95,TRUE,FALSE,Residential,"10.525053,7.418197",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 21:30,FALSE,,29/09/2024 21:30,31.25984613,0,0,0.209407174,90,,FALSE,220,0,0.9,0.951,TRUE,FALSE,Residential,"10.525053,7.418198",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 21:45,FALSE,,29/09/2024 21:45,31.83926104,0,0,0.209407174,90,,FALSE,220,0,0.9,0.952,TRUE,FALSE,Residential,"10.525053,7.418199",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 22:00,FALSE,,29/09/2024 22:00,30.44775992,0,0,0.209407174,90,,FALSE,220,0,0.9,0.953,TRUE,FALSE,Residential,"10.525053,7.418200",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 22:15,FALSE,,29/09/2024 22:15,29.50464694,0,0,0.209407174,90,,FALSE,220,0,0.9,0.954,TRUE,FALSE,Residential,"10.525053,7.418201",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 22:30,FALSE,,29/09/2024 22:30,33.6074402,0,0,0.209407174,90,,FALSE,220,0,0.9,0.955,TRUE,FALSE,Residential,"10.525053,7.418202",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 22:45,FALSE,,29/09/2024 22:45,32.33366805,0,0,0.209407174,90,,FALSE,220,0,0.9,0.956,TRUE,FALSE,Residential,"10.525053,7.418203",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 23:00,FALSE,,29/09/2024 23:00,30.5793167,0,0,0.209407174,90,,FALSE,220,0,0.9,0.957,TRUE,FALSE,Residential,"10.525053,7.418204",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 23:15,FALSE,,29/09/2024 23:15,33.56106947,0,0,0.209407174,90,,FALSE,220,0,0.9,0.958,TRUE,FALSE,Residential,"10.525053,7.418205",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 23:30,FALSE,,29/09/2024 23:30,31.77289167,0,0,0.209407174,90,,FALSE,220,0,0.9,0.959,TRUE,FALSE,Residential,"10.525053,7.418206",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
29/09/2024 23:45,FALSE,,29/09/2024 23:45,31.30457801,0,0,0.209407174,90,,FALSE,220,0,0.9,0.96,TRUE,FALSE,Residential,"10.525053,7.418207",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 00:00,FALSE,,30/09/2024 00:00,31.27711714,0,0,0.209407174,90,,FALSE,220,0,0.9,0.961,TRUE,FALSE,Residential,"10.525053,7.418208",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 00:15,FALSE,,30/09/2024 00:15,29.23971571,0,0,0.209407174,90,,FALSE,220,0,0.9,0.962,TRUE,FALSE,Residential,"10.525053,7.418209",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 00:30,FALSE,,30/09/2024 00:30,30.65521611,0,0,0.209407174,90,,FALSE,220,0,0.9,0.963,TRUE,FALSE,Residential,"10.525053,7.418210",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 00:45,FALSE,,30/09/2024 00:45,31.15052737,0,0,0.209407174,90,,FALSE,220,0,0.9,0.964,TRUE,FALSE,Residential,"10.525053,7.418211",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 01:00,FALSE,,30/09/2024 01:00,34.29633647,0,0,0.209407174,90,,FALSE,220,0,0.9,0.965,TRUE,FALSE,Residential,"10.525053,7.418212",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 01:15,FALSE,,30/09/2024 01:15,30.51599288,0,0,0.209407174,90,,FALSE,220,0,0.9,0.966,TRUE,FALSE,Residential,"10.525053,7.418213",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 01:30,FALSE,,30/09/2024 01:30,29.99613712,0,0,0.209407174,90,,FALSE,220,0,0.9,0.967,TRUE,FALSE,Residential,"10.525053,7.418214",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 01:45,FALSE,,30/09/2024 01:45,32.9998329,0,0,0.209407174,90,,FALSE,220,0,0.9,0.968,TRUE,FALSE,Residential,"10.525053,7.418215",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 02:00,FALSE,,30/09/2024 02:00,29.93163972,0,0,0.209407174,90,,FALSE,220,0,0.9,0.969,TRUE,FALSE,Residential,"10.525053,7.418216",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 02:15,FALSE,,30/09/2024 02:15,33.80816528,0,0,0.209407174,90,,FALSE,220,0,0.9,0.97,TRUE,FALSE,Residential,"10.525053,7.418217",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 02:30,FALSE,,30/09/2024 02:30,34.66558692,0,0,0.209407174,90,,FALSE,220,0,0.9,0.971,TRUE,FALSE,Residential,"10.525053,7.418218",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 02:45,FALSE,,30/09/2024 02:45,29.92449002,0,0,0.209407174,90,,FALSE,220,0,0.9,0.972,TRUE,FALSE,Residential,"10.525053,7.418219",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 03:00,FALSE,,30/09/2024 03:00,31.83918415,0,0,0.209407174,90,,FALSE,220,0,0.9,0.973,TRUE,FALSE,Residential,"10.525053,7.418220",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 03:15,FALSE,,30/09/2024 03:15,29.17608527,0,0,0.209407174,90,,FALSE,220,0,0.9,0.974,TRUE,FALSE,Residential,"10.525053,7.418221",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 03:30,FALSE,,30/09/2024 03:30,31.59360486,0,0,0.209407174,90,,FALSE,220,0,0.9,0.975,TRUE,FALSE,Residential,"10.525053,7.418222",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 03:45,FALSE,,30/09/2024 03:45,34.88307593,0,0,0.209407174,90,,FALSE,220,0,0.9,0.976,TRUE,FALSE,Residential,"10.525053,7.418223",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 04:00,FALSE,,30/09/2024 04:00,30.1450303,0,0,0.209407174,90,,FALSE,220,0,0.9,0.977,TRUE,FALSE,Residential,"10.525053,7.418224",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 04:15,FALSE,,30/09/2024 04:15,32.84351477,0,0,0.209407174,90,,FALSE,220,0,0.9,0.978,TRUE,FALSE,Residential,"10.525053,7.418225",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 04:30,FALSE,,30/09/2024 04:30,34.25215577,0,0,0.209407174,90,,FALSE,220,0,0.9,0.979,TRUE,FALSE,Residential,"10.525053,7.418226",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 04:45,FALSE,,30/09/2024 04:45,33.526477,0,0,0.209407174,90,,FALSE,220,0,0.9,0.98,TRUE,FALSE,Residential,"10.525053,7.418227",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 05:00,FALSE,,30/09/2024 05:00,30.79405229,0,0,0.209407174,90,,FALSE,220,0,0.9,0.981,TRUE,FALSE,Residential,"10.525053,7.418228",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 05:15,FALSE,,30/09/2024 05:15,31.5934452,0,0,0.209407174,90,,FALSE,220,0,0.9,0.982,TRUE,FALSE,Residential,"10.525053,7.418229",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 05:30,FALSE,,30/09/2024 05:30,33.60180155,0,0,0.209407174,90,,FALSE,220,0,0.9,0.983,TRUE,FALSE,Residential,"10.525053,7.418230",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 05:45,FALSE,,30/09/2024 05:45,32.1490987,0,0,0.209407174,90,,FALSE,220,0,0.9,0.984,TRUE,FALSE,Residential,"10.525053,7.418231",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 06:00,FALSE,,30/09/2024 06:00,34.64538505,0,0,0.209407174,90,,FALSE,220,0,0.9,0.985,TRUE,FALSE,Residential,"10.525053,7.418232",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,0
30/09/2024 06:15,FALSE,,30/09/2024 06:15,29.01851051,5.78142569,0,0.21085253,90,,FALSE,220,0,0.9,0.986,TRUE,FALSE,Residential,"10.525053,7.418233",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,19.27141897
30/09/2024 06:30,FALSE,,30/09/2024 06:30,29.33484785,41.36847756,0,0.22119465,90,,FALSE,220,0,0.9,0.987,TRUE,FALSE,Residential,"10.525053,7.418234",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,137.8949252
30/09/2024 06:45,FALSE,,30/09/2024 06:45,30.68755737,80.09127714,0,0.241217469,90,,FALSE,220,0,0.9,0.988,TRUE,FALSE,Residential,"10.525053,7.418235",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,266.9709238
30/09/2024 07:00,FALSE,,30/09/2024 07:00,33.87213764,64.74628523,0,0.25740404,90,,FALSE,220,0,0.9,0.989,TRUE,FALSE,Residential,"10.525053,7.418236",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,215.8209508
30/09/2024 07:15,FALSE,,30/09/2024 07:15,29.32118063,95.69430083,0,0.281327616,90,,FALSE,220,0,0.9,0.99,TRUE,FALSE,Residential,"10.525053,7.418237",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,318.9810028
30/09/2024 07:30,FALSE,,30/09/2024 07:30,30.45410199,109.8501455,0,0.308790152,90,,FALSE,220,0,0.9,0.991,FALSE,FALSE,Residential,"10.525053,7.418238",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,366.1671517
30/09/2024 07:45,TRUE,30/09/2024 07:45,,31.28558275,146.9151852,0.283632655,0.274610785,90,,FALSE,220,1.28923934,0.9,0.992,TRUE,FALSE,Residential,"10.525053,7.418239",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,489.717284
30/09/2024 08:00,FALSE,,30/09/2024 08:00,34.03390977,129.5670277,0,0.307002541,90,,FALSE,220,0,0.9,0.993,FALSE,FALSE,Residential,"10.525053,7.418240",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,431.8900924
30/09/2024 08:15,TRUE,30/09/2024 08:15,,33.77095452,138.0756902,0.382515499,0.245892589,90,,FALSE,220,1.738706813,0.9,0.994,TRUE,FALSE,Residential,"10.525053,7.418241",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,460.2523007
30/09/2024 08:30,FALSE,,30/09/2024 08:30,33.51781176,159.9876225,0,0.285889495,90,,FALSE,220,0,0.9,0.995,TRUE,FALSE,Residential,"10.525053,7.418242",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,533.292075
30/09/2024 08:45,FALSE,,30/09/2024 08:45,33.08771937,159.2902981,0,0.325712069,90,,FALSE,220,0,0.9,0.996,FALSE,FALSE,Residential,"10.525053,7.418243",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,530.9676602
30/09/2024 09:00,TRUE,30/09/2024 09:00,,30.67995409,188.5522325,0.333197238,0.289550818,90,,FALSE,220,1.514532899,0.9,0.997,TRUE,FALSE,Residential,"10.525053,7.418244",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,628.5074416
30/09/2024 09:15,FALSE,,30/09/2024 09:15,32.18586259,217.3655901,0,0.343892216,90,,FALSE,220,0,0.9,0.998,FALSE,FALSE,Residential,"10.525053,7.418245",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,724.5519669
30/09/2024 09:30,TRUE,30/09/2024 09:30,,33.73320244,182.9739038,0.332922835,0.306404983,90,,FALSE,220,1.513285614,0.9,0.999,FALSE,FALSE,Residential,"10.525053,7.418246",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,609.9130126
30/09/2024 09:45,TRUE,30/09/2024 09:45,,29.18196208,220.819184,0.498741278,0.236924459,90,,FALSE,220,2.26700581,0.9,1,TRUE,FALSE,Residential,"10.525053,7.418247",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,736.0639466
30/09/2024 10:00,FALSE,,30/09/2024 10:00,30.55946419,237.5843027,0,0.296320535,90,,FALSE,220,0,0.9,1.001,TRUE,FALSE,Residential,"10.525053,7.418248",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,791.9476757
30/09/2024 10:15,FALSE,,30/09/2024 10:15,32.55418901,253.9993442,0,0.359820371,90,,FALSE,220,0,0.9,1.002,FALSE,FALSE,Residential,"10.525053,7.418249",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,846.6644805
30/09/2024 10:30,TRUE,30/09/2024 10:30,,32.93850676,232.913718,0.342086314,0.332527222,90,,FALSE,220,1.554937789,0.9,1.003,FALSE,FALSE,Residential,"10.525053,7.418250",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,776.37906
30/09/2024 10:45,TRUE,30/09/2024 10:45,,32.76620014,252.8975191,0.563623375,0.254845758,90,,FALSE,220,2.561924434,0.9,1.004,TRUE,FALSE,Residential,"10.525053,7.418251",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,842.9917303
30/09/2024 11:00,FALSE,,30/09/2024 11:00,30.14363221,255.4110386,0,0.318698518,90,,FALSE,220,0,0.9,1.005,FALSE,FALSE,Residential,"10.525053,7.418252",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,851.3701288
30/09/2024 11:15,TRUE,30/09/2024 11:15,,32.19910288,278.4896134,0.438240436,0.278760812,90,,FALSE,220,1.99200198,0.9,1.006,TRUE,FALSE,Residential,"10.525053,7.418253",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,928.2987113
30/09/2024 11:30,FALSE,,30/09/2024 11:30,34.67671686,286.511477,0,0.350388681,90,,FALSE,220,0,0.9,1.007,FALSE,FALSE,Residential,"10.525053,7.418254",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,955.0382568
30/09/2024 11:45,TRUE,30/09/2024 11:45,,34.25805549,267.0206516,0.442037956,0.306634355,90,,FALSE,220,2.009263434,0.9,1.008,FALSE,FALSE,Residential,"10.525053,7.418255",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,890.0688388
30/09/2024 12:00,TRUE,30/09/2024 12:00,,30.41729705,261.1157204,0.454202036,0.258362777,90,,FALSE,220,2.064554708,0.9,1.009,TRUE,FALSE,Residential,"10.525053,7.418256",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,870.3857346
30/09/2024 12:15,FALSE,,30/09/2024 12:15,32.31312909,246.7833505,0,0.320058614,90,,FALSE,220,0,0.9,1.01,FALSE,FALSE,Residential,"10.525053,7.418257",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion,822.6111685
