,Temperature (°C),Solar Panels Energy Output (W),Power Consumption (kW),Energy Stored in Batteries (kWh),System Load (kW),Current (A),Dust and Dirt Accumulation (g/m²),Battery Low Flag,Customer Profile,Solar Irradiance (W/m²)
1927,31.78193597,10.32068215,0.35831477,0.214877282,,1.628703502,0.505,True,Residential,34.40227384
1934,33.43339026,149.4978058,0.444924089,0.233256792,,2.022382224,0.512,True,Residential,498.3260193
1937,31.58697683,176.1276476,0.583258319,0.209019869,,2.651174179,0.515,True,Residential,587.0921586
1940,31.05261402,229.6520269,0.504269209,0.23265849,,2.292132766,0.518,True,Residential,765.5067563
1943,33.073301,258.5081256,0.388202651,0.322954495,,1.764557507,0.521,False,Residential,861.693752
1944,32.82016397,252.5464541,0.536365494,0.251999735,,2.438024971,0.522,True,Residential,841.8215137
1946,33.60447317,276.4706411,0.594302245,0.237524172,,2.701373841,0.524,True,Residential,921.5688036
1948,31.81502921,280.7864159,0.594584494,0.227912742,,2.702656793,0.526,True,Residential,935.9547196
1950,29.74982485,290.2435731,0.598994335,0.222950935,,2.722701523,0.528,True,Residential,967.478577
1953,29.95352937,286.6688292,0.301703219,0.363433497,,1.371378267,0.531,False,Residential,955.5627641
1954,31.02112254,282.6473924,0.534726925,0.300413614,,2.430576931,0.532,False,Residential,942.1579746
1955,30.67424655,276.9036075,0.534528104,0.23600749,,2.429673201,0.533,True,Residential,923.0120251
1957,30.13480633,289.5258972,0.34397427,0.290203536,,1.563519408,0.535,True,Residential,965.0863239
1959,33.709439,238.5433218,0.542135066,0.27047305,,2.464250301,0.537,True,Residential,795.1444061
1961,33.43401968,246.7988674,0.35937551,0.302512458,,1.633525048,0.539,False,Residential,822.6628914
1962,29.85449699,197.89544,0.311042477,0.274225698,,1.413829439,0.54,True,Residential,659.6514668
1964,29.40420484,186.9234281,0.583164269,0.230808772,,2.650746677,0.542,True,Residential,623.0780937
1967,31.96926175,151.689532,0.369380458,0.262251703,,1.679002082,0.545,True,Residential,505.6317735
1970,34.82603873,88.0746865,0.418409995,0.240449002,,1.901863614,0.548,True,Residential,293.5822883
2027,34.77524911,75.88150581,0.591119316,0.2,,2.686905982,0.605,True,Residential,252.9383527
2032,32.68698517,160.8347381,0.460318466,0.243195896,,2.092356662,0.61,True,Residential,536.1157935
2035,32.16618388,179.61654,0.573056697,0.227100913,,2.604803169,0.613,True,Residential,598.7218001
2038,31.29569427,259.2772477,0.272054726,0.337497534,,1.236612391,0.616,False,Residential,864.2574924
2039,32.7918078,257.0123531,0.204650133,0.350588089,,0.930227875,0.617,False,Residential,856.7078436
2040,34.52043087,258.1212016,0.289618815,0.342713686,,1.316449158,0.618,False,Residential,860.4040054
2041,32.75840184,277.1994252,0.55129232,0.274190462,,2.505874182,0.619,True,Residential,923.9980839
2043,31.40863221,286.420528,0.487165338,0.289103501,,2.214387902,0.621,True,Residential,954.7350932
2045,31.68848567,300.0,0.238202197,0.369922634,,1.082737261,0.623,False,Residential,1005.056021
2046,31.74199026,288.1747103,0.229572158,0.384573272,,1.04350981,0.624,False,Residential,960.5823677
2047,29.92764131,300.0,0.375795801,0.365624322,,1.708162731,0.625,False,Residential,1018.365663
2048,30.41216928,295.3694252,0.491000571,0.316716536,,2.231820775,0.626,False,Residential,984.5647508
2049,30.84004315,268.9276728,0.368493023,0.291825198,,1.674968288,0.627,True,Residential,896.4255761
2051,34.53814722,261.6990729,0.241169672,0.363447256,,1.09622578,0.629,False,Residential,872.3302431
2052,33.94459276,264.9858798,0.275451579,0.360830831,,1.252052634,0.63,False,Residential,883.2862659
2053,29.8782816,268.617483,0.397084985,0.328713956,,1.804931752,0.631,False,Residential,895.39161
2054,30.28961269,248.3518582,0.409773338,0.288358586,,1.862606081,0.632,True,Residential,827.8395274
2056,30.55277565,216.480429,0.532462377,0.273546413,,2.420283532,0.634,True,Residential,721.6014301
2058,30.84570114,206.2024107,0.442540581,0.268153448,,2.011548095,0.636,True,Residential,687.3413689
2060,30.92857594,178.1496324,0.540156466,0.231285995,,2.455256663,0.638,True,Residential,593.832108
2063,34.42916207,139.446506,0.329038572,0.271597595,,1.495629873,0.641,True,Residential,464.8216866
2065,32.6516316,133.6398335,0.495749526,0.210275485,,2.253406934,0.643,True,Residential,445.4661117
2122,31.61009893,49.72245885,0.552110053,0.2,,2.509591148,0.7,True,Residential,165.7415295
2128,32.59681578,160.1924145,0.309847879,0.286600829,,1.408399448,0.706,True,Residential,533.9747151
2130,34.94514209,188.1699832,0.457202215,0.25945919,,2.078191886,0.708,True,Residential,627.2332773
2132,32.29257214,206.4658799,0.240042821,0.302201143,,1.09110373,0.71,False,Residential,688.2195998
2133,34.02012623,209.9066818,0.283612801,0.283774613,,1.289149095,0.711,True,Residential,699.6889392
2135,29.51079214,245.3414395,0.374942682,0.313457314,,1.70428492,0.713,False,Residential,817.8047982
2136,29.61903316,252.7902258,0.277171628,0.307361964,,1.259871035,0.714,False,Residential,842.634086
2137,32.07162438,260.2557001,0.232129233,0.314393581,,1.055132875,0.715,False,Residential,867.5190005
2138,34.79548738,275.6926801,0.546541992,0.246681253,,2.484281783,0.716,True,Residential,918.9756004
2140,29.57216982,300.0,0.30401616,0.312967023,,1.381891635,0.718,False,Residential,1006.80832
2141,32.1342643,290.5719138,0.562258008,0.2450455,,2.55571822,0.719,True,Residential,968.5730459
2143,31.46867542,276.9511302,0.306791753,0.308625558,,1.394507967,0.721,False,Residential,923.170434
2144,29.13745989,282.6790415,0.573548527,0.235908187,,2.607038761,0.722,True,Residential,942.2634717
2146,30.94535845,300.0,0.38414399,0.280190652,,1.746109046,0.724,True,Residential,1004.413906
2148,29.78049942,261.2288066,0.288321957,0.344605839,,1.310554351,0.726,False,Residential,870.7626885
2149,33.51665886,258.7265897,0.32808567,0.327266069,,1.4912985,0.727,False,Residential,862.4219655
2150,32.15364987,227.9365142,0.232564652,0.326109034,,1.057112056,0.728,False,Residential,759.7883805
2151,31.38695839,261.499421,0.219915021,0.336505134,,0.999613732,0.729,False,Residential,871.6647367
2152,32.85896705,231.117602,0.498472094,0.269666511,,2.265782245,0.73,True,Residential,770.3920068
2154,29.0069157,185.6440643,0.210766931,0.321836984,,0.958031507,0.732,False,Residential,618.8135477
2155,29.81534374,178.8670473,0.259144984,0.3017675,,1.177931747,0.733,False,Residential,596.223491
2156,32.25448219,167.9447289,0.239427643,0.283896771,,1.08830747,0.734,True,Residential,559.8157631
2158,34.15152854,157.0320758,0.2433306,0.30267687,,1.106048182,0.736,False,Residential,523.4402528
2159,29.00233437,172.4640118,0.462255076,0.230229104,,2.101159437,0.737,True,Residential,574.8800393
2163,34.35691261,82.74197983,0.473068834,0.212836204,,2.150312883,0.741,True,Residential,275.8065994
2220,33.21506746,102.9211678,0.446303229,0.225580438,,2.02865104,0.798,True,Residential,343.0705594
2224,32.35602401,149.8081551,0.523670414,0.213709708,,2.380320063,0.802,True,Residential,499.3605171
2227,33.40730659,190.6138175,0.542252684,0.212661251,,2.464784926,0.805,True,Residential,635.3793917
2230,33.77316696,223.7308018,0.305308559,0.301275294,,1.387766177,0.808,False,Residential,745.7693392
2231,33.29511347,223.6653021,0.355483884,0.268320649,,1.615835837,0.809,True,Residential,745.551007
2233,31.78416221,250.173831,0.523245151,0.266542814,,2.378387052,0.811,True,Residential,833.9127699
2235,31.03666398,254.1840096,0.566581553,0.248488525,,2.575370696,0.813,True,Residential,847.280032
2237,32.9845602,281.9373176,0.542014203,0.251130428,,2.463700922,0.815,True,Residential,939.7910586
2239,29.70426893,272.4108649,0.548803241,0.250497094,,2.494560186,0.817,True,Residential,908.0362163
2241,34.11667773,300.0,0.381252817,0.298557506,,1.73296735,0.819,True,Residential,1049.409865
2243,34.43935109,263.4698049,0.363579101,0.341492312,,1.652632277,0.821,False,Residential,878.232683
2244,29.98875492,243.6153257,0.55093992,0.264661164,,2.504272364,0.822,True,Residential,812.0510857
2246,31.10509751,255.9792412,0.543916069,0.255676769,,2.472345768,0.824,True,Residential,853.2641372
2248,31.92026346,224.4885362,0.212732256,0.314984884,,0.966964802,0.826,False,Residential,748.2951207
2249,34.63660579,230.2887253,0.316739034,0.293372306,,1.439722884,0.827,True,Residential,767.6290842
2251,30.36362551,203.1547597,0.468162946,0.278398895,,2.12801339,0.829,True,Residential,677.1825323
2253,31.86299405,181.4747877,0.460321484,0.249613953,,2.092370383,0.831,True,Residential,604.9159589
2256,33.41845472,129.0661982,0.204371101,0.296540797,,0.928959549,0.834,True,Residential,430.2206605
2258,30.85698373,71.41316371,0.296468138,0.269665496,,1.347582445,0.836,True,Residential,238.043879
2262,30.82811781,19.03013518,0.510604885,0.2,,2.320931294,0.84,True,Residential,63.43378393
2319,32.36293975,153.8215045,0.338850356,0.282840264,,1.540228893,0.897,True,Residential,512.7383482
2321,31.15025702,182.7693785,0.209366785,0.311962794,,0.951667204,0.899,False,Residential,609.2312617
2322,31.20486415,196.7519115,0.561801693,0.220700348,,2.55364406,0.9,True,Residential,655.839705
2325,30.72069638,214.1131836,0.297086618,0.304970983,,1.35039372,0.903,False,Residential,713.7106119
2326,31.24205054,221.3852787,0.563830879,0.219359583,,2.562867633,0.904,True,Residential,737.9509289
2329,32.19576426,256.1542969,0.214414441,0.353423403,,0.974611096,0.907,False,Residential,853.8476562
2330,32.64996996,247.2014186,0.227131883,0.358440787,,1.032417649,0.908,False,Residential,824.0047286
2331,32.80424669,245.0226585,0.427496836,0.312822243,,1.943167438,0.909,False,Residential,816.7421949
2332,34.3080276,253.0682944,0.326441181,0.294479021,,1.483823548,0.91,True,Residential,843.5609813
2334,33.77485326,261.6030392,0.55368789,0.2891094,,2.516763134,0.912,True,Residential,872.0101307
2336,32.21894903,257.8947284,0.377706578,0.330137986,,1.716848083,0.914,False,Residential,859.6490945
2337,33.15426721,293.5779501,0.42145805,0.298167961,,1.91571841,0.915,True,Residential,978.5931672
2339,29.4986949,260.1998991,0.244505426,0.367209968,,1.111388299,0.917,False,Residential,867.3329969
2340,31.94684502,241.5692599,0.273829841,0.359144823,,1.244681096,0.918,False,Residential,805.2308663
2341,30.28486456,232.6705743,0.240533308,0.35717914,,1.093333218,0.919,False,Residential,775.5685809
2342,34.23020302,234.4612291,0.239205748,0.35599301,,1.087298855,0.92,False,Residential,781.5374303
2343,30.23635144,224.0970326,0.314753634,0.333328859,,1.430698336,0.921,False,Residential,746.9901087
2344,34.41508932,254.8562941,0.22516173,0.3407525,,1.023462409,0.922,False,Residential,849.5209802
2345,30.01880871,215.4734782,0.418213917,0.290067391,,1.900972351,0.923,True,Residential,718.2449275
2347,34.75058584,190.8832431,0.469167489,0.274555098,,2.132579494,0.925,True,Residential,636.277477
2349,34.13897876,181.409963,0.558020691,0.225072366,,2.536457685,0.927,True,Residential,604.6998766
2353,34.16342451,110.1166159,0.243721289,0.291022794,,1.107824041,0.931,True,Residential,367.0553863
2355,29.80331351,88.61364766,0.228157554,0.281536701,,1.037079789,0.933,True,Residential,295.3788255
2358,34.79800292,4.176232668,0.395384769,0.209407174,,1.797203495,0.936,True,Residential,13.92077556
2414,31.28558275,146.9151852,0.283632655,0.274610785,,1.28923934,0.992,True,Residential,489.717284
2416,33.77095452,138.0756902,0.382515499,0.245892589,,1.738706813,0.994,True,Residential,460.2523007
2419,30.67995409,188.5522325,0.333197238,0.289550818,,1.514532899,0.997,True,Residential,628.5074416
2421,33.73320244,182.9739038,0.332922835,0.306404983,,1.513285614,0.999,False,Residential,609.9130126
2422,29.18196208,220.819184,0.498741278,0.236924459,,2.26700581,1.0,True,Residential,736.0639466
2425,32.93850676,232.913718,0.342086314,0.332527222,,1.554937789,1.003,False,Residential,776.37906
2426,32.76620014,252.8975191,0.563623375,0.254845758,,2.561924434,1.004,True,Residential,842.9917303
2428,32.19910288,278.4896134,0.438240436,0.278760812,,1.99200198,1.006,True,Residential,928.2987113
2430,34.25805549,267.0206516,0.442037956,0.306634355,,2.009263434,1.008,False,Residential,890.0688388
2431,30.41729705,261.1157204,0.454202036,0.258362777,,2.064554708,1.009,True,Residential,870.3857346
2433,34.69839456,252.0035169,0.437223771,0.273753551,,1.987380777,1.011,True,Residential,840.0117231
2435,33.25907758,251.0244345,0.55024443,0.261385602,,2.501111045,1.013,True,Residential,836.7481149
2437,34.97816985,243.7204904,0.441000582,0.279403336,,2.004548098,1.015,True,Residential,812.4016345
2439,33.93057556,224.3666494,0.264066379,0.328649945,,1.200301722,1.017,False,Residential,747.8888315
2440,29.38081747,226.1368767,0.354540141,0.296549129,,1.611546097,1.018,True,Residential,753.789589
2442,32.43363475,204.83679,0.204483744,0.350086773,,0.929471563,1.02,False,Residential,682.7893001
2443,29.69228978,204.2318469,0.25861023,0.336492177,,1.175501048,1.021,False,Residential,680.7728231
2444,34.10525777,165.9133303,0.203762639,0.32702985,,0.926193813,1.022,False,Residential,553.0444343
2445,32.1972097,156.1536032,0.351183195,0.278272452,,1.596287252,1.023,True,Residential,520.5120108
2447,30.84449885,141.952419,0.463075194,0.241032176,,2.104887247,1.025,True,Residential,473.1747301
2451,29.4367369,69.24861986,0.287047468,0.25733313,,1.304761217,1.029,True,Residential,230.8287329
2507,29.79641345,60.10005468,0.435110214,0.218592385,,1.977773699,1.085,True,Residential,200.3335156
2512,30.04113759,158.8023693,0.431124614,0.259667742,,1.959657338,1.09,True,Residential,529.341231
2514,32.04325189,185.9772177,0.448866802,0.239802676,,2.040303647,1.092,True,Residential,619.924059
2517,29.42467699,227.0343545,0.391725239,0.298810739,,1.78056927,1.095,True,Residential,756.7811817
2519,34.19239885,235.3733553,0.356622299,0.325976887,,1.621010449,1.097,False,Residential,784.5778511
2520,30.01396882,243.3316528,0.367284525,0.294988669,,1.669475115,1.098,True,Residential,811.1055092
2522,32.9576482,248.8889084,0.23298243,0.358801793,,1.059011044,1.1,False,Residential,829.6296946
2523,34.29219614,269.2806246,0.217260768,0.371806758,,0.987548943,1.101,False,Residential,897.6020821
2524,31.87420432,293.9980277,0.314787221,0.366609459,,1.430851004,1.102,False,Residential,979.9934256
2525,31.42726438,254.4669573,0.200631644,0.380068288,,0.911962017,1.103,False,Residential,848.2231911
2526,33.10771142,255.3204387,0.579136573,0.299114254,,2.632438968,1.104,True,Residential,851.0681291
2528,30.87949471,253.3045561,0.554903183,0.289210583,,2.522287193,1.106,True,Residential,844.3485203
2530,33.18876749,259.9323198,0.377903199,0.321477523,,1.717741812,1.108,False,Residential,866.4410659
2531,31.35116403,240.6969999,0.289978662,0.309157108,,1.318084827,1.109,False,Residential,802.3233332
2532,32.51767681,257.4710499,0.421086564,0.268253229,,1.914029836,1.11,True,Residential,858.2368331
2534,31.19626621,210.8035092,0.287818753,0.312332715,,1.308267061,1.112,False,Residential,702.678364
2535,32.96035613,227.7057996,0.253394522,0.305910535,,1.151793281,1.113,False,Residential,759.019332
2536,29.74589086,214.6679003,0.473400398,0.24122741,,2.15181999,1.114,True,Residential,715.5596678
2539,34.20288293,183.2614765,0.218670765,0.343388126,,0.993958023,1.117,False,Residential,610.8715882
2540,34.65064654,170.7408336,0.489457111,0.263709056,,2.224805051,1.118,True,Residential,569.136112
2542,31.26937221,137.8791316,0.35700688,0.251129757,,1.622758548,1.12,True,Residential,459.5971054
2545,29.89198164,89.54745849,0.338639001,0.257084039,,1.539268186,1.123,True,Residential,298.4915283
2549,34.43129709,26.49401373,0.288559758,0.236356727,,1.311635264,1.127,True,Residential,88.31337911
2605,34.06551548,122.1286549,0.482669254,0.224358548,,2.193951154,1.183,True,Residential,407.0955162
2609,32.87252449,161.7324538,0.59228829,0.212264373,,2.692219499,1.187,True,Residential,539.1081793
2612,31.54343366,183.2014604,0.350384121,0.262409751,,1.592655096,1.19,True,Residential,610.6715346
2614,33.16044156,207.775648,0.32738441,0.285613749,,1.488110955,1.192,True,Residential,692.5854932
2616,33.56948697,239.5398193,0.476672944,0.283082195,,2.166695201,1.194,True,Residential,798.4660645
2618,34.29388465,251.7710029,0.376542822,0.318938165,,1.711558282,1.196,False,Residential,839.2366764
2619,33.17091771,248.1803793,0.244300263,0.319908194,,1.11045574,1.197,False,Residential,827.267931
2620,31.88356394,247.8223469,0.38600495,0.285362543,,1.754567954,1.198,True,Residential,826.0744897
2622,34.43562007,265.1524388,0.537363474,0.286939611,,2.442561248,1.2,True,Residential,883.8414628
2624,30.48833786,259.2152685,0.240779176,0.358601927,,1.094450798,1.202,False,Residential,864.050895
2625,31.6867049,272.5741763,0.401637868,0.326336004,,1.825626673,1.203,False,Residential,908.5805877
2626,34.02060068,238.7833241,0.298165327,0.311490503,,1.35529694,1.204,False,Residential,795.9444136
2627,30.96656202,260.2861436,0.232812942,0.318358804,,1.058240646,1.205,False,Residential,867.6204786
2628,34.73751623,234.8226688,0.578669193,0.232397173,,2.630314512,1.206,True,Residential,782.7422292
2631,31.36337279,225.4300054,0.225810138,0.350096569,,1.026409718,1.209,False,Residential,751.4333512
2632,30.23748043,241.7951487,0.473825372,0.292089013,,2.153751691,1.21,True,Residential,805.9838291
2634,30.06029196,186.1035173,0.580541212,0.250702819,,2.638823689,1.212,True,Residential,620.3450576
2637,29.54664571,160.239266,0.369924877,0.282209274,,1.681476714,1.215,True,Residential,534.1308867
2639,29.53751243,136.4492751,0.303714581,0.276920761,,1.380520823,1.217,True,Residential,454.8309171
2641,34.29766875,111.5986491,0.581830906,0.2,,2.644685935,1.219,True,Residential,371.9954971
2700,34.12109591,96.12510683,0.269399858,0.262160636,,1.224544807,1.278,True,Residential,320.4170228
2703,31.96484485,133.4246294,0.428359586,0.236089567,,1.947089028,1.281,True,Residential,444.7487648
2706,29.34549239,183.8693919,0.515974669,0.232643714,,2.345339406,1.284,True,Residential,612.8979728
2709,33.18405015,219.6513566,0.518259709,0.264430277,,2.355725949,1.287,True,Residential,732.1711886
2711,30.38134211,222.2231725,0.333591595,0.289773048,,1.516325432,1.289,True,Residential,740.7439083
2713,34.07358378,252.9825408,0.349405711,0.328221272,,1.588207779,1.291,False,Residential,843.2751362
2714,32.43235809,218.3767688,0.489212152,0.260512427,,2.223691602,1.292,True,Residential,727.9225628
2716,32.54149788,265.2461602,0.44928964,0.28052784,,2.042225637,1.294,True,Residential,884.1538672
2718,33.93918829,281.2979963,0.332205609,0.33176583,,1.510025494,1.296,False,Residential,937.6599876
2719,33.89373584,263.8107486,0.227738797,0.340783817,,1.035176352,1.297,False,Residential,879.369162
2720,30.64002688,255.6139746,0.582880444,0.2589672,,2.649456562,1.298,True,Residential,852.0465819
2722,30.66866478,245.4262135,0.511567344,0.250851288,,2.325306109,1.3,True,Residential,818.0873783
2724,29.45870043,247.4892068,0.596866272,0.226561499,,2.713028511,1.302,True,Residential,824.9640226
2727,32.87992888,210.4443452,0.547798438,0.260441032,,2.489992901,1.305,True,Residential,701.4811506
2729,30.7628286,225.5913591,0.335514052,0.285286545,,1.525063871,1.307,True,Residential,751.9711971
2731,29.28073093,194.8058854,0.499293112,0.256488028,,2.269514147,1.309,True,Residential,649.3529514
2734,29.41713993,133.4892311,0.586378916,0.221261585,,2.66535871,1.312,True,Residential,444.9641036
2738,33.11537784,84.79430954,0.222716725,0.277112421,,1.01234875,1.316,True,Residential,282.6476985
2741,34.15733071,31.11855261,0.360818201,0.223616866,,1.640082734,1.319,True,Residential,103.7285087
2798,34.80935855,105.13611,0.48177475,0.225359756,,2.189885227,1.376,True,Residential,350.4536999
2802,30.47734869,149.6855435,0.285243502,0.296626408,,1.296561372,1.38,True,Residential,498.9518116
2804,32.09577528,194.5521553,0.222969561,0.336046465,,1.013498002,1.382,False,Residential,648.5071844
2805,32.05389515,205.3364528,0.214924102,0.333649553,,0.976927735,1.383,False,Residential,684.4548426
2806,30.22625732,197.287569,0.521505715,0.252595016,,2.370480524,1.384,True,Residential,657.6252299
2808,33.00203508,241.0838349,0.504924966,0.240851498,,2.29511348,1.386,True,Residential,803.6127829
2810,34.40543328,250.3710099,0.255614102,0.299508152,,1.161882282,1.388,True,Residential,834.5700329
2812,34.63797289,268.7565352,0.348082168,0.340684371,,1.582191675,1.39,False,Residential,895.8551175
2813,29.12984941,250.1820699,0.445597758,0.291830449,,2.025444356,1.391,True,Residential,833.940233
2815,33.13446949,256.2686724,0.348743105,0.336670448,,1.585195933,1.393,False,Residential,854.2289081
2816,33.75544031,269.9711796,0.460186019,0.289116738,,2.091754632,1.394,True,Residential,899.9039318
2818,31.4056289,250.7421813,0.214256801,0.359914377,,0.973894551,1.396,False,Residential,835.8072708
2819,31.34434701,240.15965,0.271775507,0.352010413,,1.235343214,1.397,False,Residential,800.5321667
2820,31.98640817,233.1470064,0.314078941,0.33177743,,1.427631548,1.398,False,Residential,777.1566879
2821,32.30055877,238.312673,0.256972919,0.327112368,,1.168058721,1.399,False,Residential,794.3755765
2822,31.52007805,237.5920712,0.415547884,0.282623415,,1.888854017,1.4,True,Residential,791.9735705
2824,32.47720458,205.6348139,0.534274723,0.253972498,,2.42852147,1.402,True,Residential,685.4493797
2826,34.10903114,188.8481976,0.204889043,0.302341667,,0.931313833,1.404,False,Residential,629.4939921
2827,31.44464823,201.5699403,0.56256802,0.212092146,,2.557127366,1.405,True,Residential,671.899801
2831,29.80735247,123.2259771,0.23640239,0.302369034,,1.074556317,1.409,False,Residential,410.753257
2832,29.14795909,115.5595453,0.51286869,0.203041748,,2.331221316,1.41,True,Residential,385.1984844
2890,29.34577541,59.56613644,0.488913449,0.203016765,,2.222333858,1.468,True,Residential,198.5537881
2896,31.57703457,139.7883593,0.593682784,0.214541153,,2.698558109,1.474,True,Residential,465.9611975
2900,32.79571495,200.8746998,0.268497991,0.326958209,,1.220445415,1.478,False,Residential,669.5823328
2901,31.53269246,172.8502405,0.253593635,0.306772361,,1.152698339,1.479,False,Residential,576.1674683
2902,31.57853622,228.617735,0.517797796,0.234477346,,2.353626347,1.48,True,Residential,762.0591167
2905,30.30291477,219.1899339,0.597778811,0.253709492,,2.717176414,1.483,True,Residential,730.633113
2907,33.93346154,250.4777941,0.441349885,0.26873551,,2.006135842,1.485,True,Residential,834.9259802
2909,34.8967493,265.4433907,0.527130776,0.265552052,,2.396048981,1.487,True,Residential,884.8113023
2911,31.01172994,261.9007688,0.305695334,0.31591622,,1.389524245,1.489,False,Residential,873.0025625
2912,33.48914122,253.5983931,0.511176146,0.251521782,,2.323527935,1.49,True,Residential,845.327977
2914,34.05107298,273.9606564,0.330498348,0.299909299,,1.502265217,1.492,True,Residential,913.202188
2916,34.05484695,257.1222096,0.246515433,0.359467378,,1.120524694,1.494,False,Residential,857.0740319
2917,31.03605987,235.422993,0.232329123,0.360240846,,1.056041466,1.495,False,Residential,784.7433099
2918,34.76986811,239.9912766,0.397381854,0.320893202,,1.806281155,1.496,False,Residential,799.970922
2919,32.79698202,231.2038658,0.290188176,0.306147124,,1.319037162,1.497,False,Residential,770.6795526
2920,33.49435723,217.4396907,0.427508065,0.253630031,,1.943218476,1.498,True,Residential,724.798969
2922,34.16210822,195.0198328,0.408499585,0.247088531,,1.856816294,1.5,True,Residential,650.0661093
2925,33.19696527,173.5615584,0.318307338,0.297874629,,1.446851539,1.503,True,Residential,578.5385279
2927,30.39960402,128.1751969,0.375205714,0.27274979,,1.70548052,1.505,True,Residential,427.2506564
2929,32.55346914,101.3179669,0.402739048,0.225168862,,1.830632034,1.507,True,Residential,337.7265562
2986,31.43830052,40.09224067,0.471605803,0.2,,2.14366274,1.564,True,Residential,133.6408022
2992,29.62171779,135.6315513,0.565347014,0.207760364,,2.569759157,1.57,True,Residential,452.1051712
2996,32.68720275,187.8741022,0.370659754,0.287809684,,1.684817064,1.574,True,Residential,626.2470074
2998,31.94431705,209.6844369,0.5413462,0.255209108,,2.460664547,1.576,True,Residential,698.9481231
3000,33.33676392,225.869195,0.272548615,0.300234949,,1.238857339,1.578,False,Residential,752.8973167
3001,33.04228487,245.3436019,0.248923585,0.299339954,,1.13147084,1.579,True,Residential,817.8120063
3003,33.89651074,217.9694594,0.261002289,0.354215354,,1.186374043,1.581,False,Residential,726.5648647
3004,31.64730648,267.1130703,0.376683853,0.326822658,,1.712199332,1.582,False,Residential,890.3769009
3005,34.74641613,251.2335048,0.598000831,0.240130827,,2.718185596,1.583,True,Residential,837.4450161
3008,32.1132633,219.0722756,0.397129895,0.317792883,,1.805135885,1.586,False,Residential,730.2409187
3009,31.99397734,231.4916912,0.436263576,0.266599912,,1.983016256,1.587,True,Residential,771.6389706
3011,32.87320502,251.261145,0.371735508,0.298965813,,1.689706857,1.589,True,Residential,837.53715
3013,34.23991528,210.7361183,0.298324455,0.337761833,,1.356020252,1.591,False,Residential,702.4537277
3014,32.18164562,227.2848675,0.248858221,0.332368494,,1.131173734,1.592,False,Residential,757.616225
3015,32.11055616,218.3599436,0.581805151,0.241507192,,2.644568868,1.593,True,Residential,727.8664786
3018,33.84708226,201.7474443,0.21442121,0.341702706,,0.974641866,1.596,False,Residential,672.4914811
3019,29.86858793,156.4797135,0.578026564,0.236315994,,2.627393471,1.597,True,Residential,521.599045
3022,31.26570111,169.0227753,0.512148533,0.231371656,,2.327947878,1.6,True,Residential,563.4092511
3026,29.19768986,73.80492452,0.529049793,0.2,,2.404771786,1.604,True,Residential,246.0164151
3084,33.44603742,60.75174257,0.244760267,0.260533419,,1.112546667,1.662,True,Residential,202.5058086
3087,31.96390102,138.620386,0.406692112,0.238001141,,1.848600507,1.665,True,Residential,462.0679534
3090,34.3382958,159.8162096,0.276637501,0.281685967,,1.257443185,1.668,True,Residential,532.7206986
3092,29.10396072,185.7160378,0.515300249,0.243782203,,2.342273861,1.67,True,Residential,619.0534592
3095,33.08876816,216.9348701,0.350762681,0.312643326,,1.594375821,1.673,False,Residential,723.1162338
3096,34.81830409,225.6624763,0.594971055,0.220316181,,2.704413887,1.674,True,Residential,752.2082542
3099,32.31206239,238.4336052,0.476123181,0.284250079,,2.164196277,1.677,True,Residential,794.7786839
3101,32.20482105,222.532398,0.339702751,0.317037684,,1.544103414,1.679,False,Residential,741.77466
3102,32.61444406,233.0203054,0.418837516,0.270583381,,1.903806889,1.68,True,Residential,776.7343513
3104,30.47919658,238.4319121,0.260555558,0.325172522,,1.184343446,1.682,False,Residential,794.7730405
3105,32.30294766,224.4851508,0.231496464,0.323419694,,1.052256653,1.683,False,Residential,748.2838359
3106,34.60211772,258.6948973,0.391002034,0.29034291,,1.777281975,1.684,True,Residential,862.3163242
3108,34.23162604,226.1646341,0.2979365,0.33223209,,1.354256818,1.686,False,Residential,753.8821137
3109,29.02981967,230.6190293,0.300318723,0.314807167,,1.365085106,1.687,False,Residential,768.7300978
3110,31.72614256,200.0610041,0.562183705,0.224276492,,2.555380479,1.688,True,Residential,666.8700136
3113,31.95873244,209.8336639,0.598964975,0.227154427,,2.72256807,1.691,True,Residential,699.4455465
3116,29.04470777,157.0217808,0.449311201,0.246940216,,2.042323641,1.694,True,Residential,523.4059361
3119,30.45435477,113.7779471,0.528922701,0.214492629,,2.404194097,1.697,True,Residential,379.2598237
3124,33.38314167,53.0746618,0.244263725,0.255551051,,1.110289658,1.702,True,Residential,176.9155393
3180,30.38454009,77.59159398,0.248413279,0.271760794,,1.129151269,1.758,True,Residential,258.6386466
3182,32.64534882,88.72374772,0.242724134,0.263509133,,1.103291516,1.76,True,Residential,295.7458257
3185,31.20820605,144.0356718,0.279757567,0.293984561,,1.271625307,1.763,True,Residential,480.1189059
3187,31.67794673,160.63585,0.36676505,0.280192143,,1.667113864,1.765,True,Residential,535.4528335
3189,29.02460981,196.6842247,0.285626343,0.30328462,,1.298301561,1.767,False,Residential,655.6140822
3190,34.68837506,204.0782846,0.246942046,0.29256868,,1.122463846,1.768,True,Residential,680.2609488
3192,32.25386117,225.2688008,0.389784799,0.307465819,,1.771749088,1.77,False,Residential,750.8960026
